"","genotype","DAP","variable","DAP.diffs","variable.AGR","variable.RGR","variable.smooth","variable.AGR.smooth","variable.RGR.smooth","Digital.biomass","col","row","line","rep"
"2266","S036",29,34556800,1,6534100,0.209589451046704,34397796.5856853,1852891.02306015,0.0534161588494578,34556800,5,12,"S036",NA
"2267","S036",30,35950000,1,1393200,0.0395247371107522,36276030.4282635,1881994.33306112,0.0505854962501494,35950000,5,12,"S036",NA
"2268","S036",31,36746200,1,796200,0.0219057347849565,38091768.8794603,1835094.94367512,0.0472817625559021,36746200,5,12,"S036",NA
"2269","S036",32,40894700,1,4148500,0.106965651347888,39736849.6521806,1672333.70625433,0.0420340504319837,40894700,5,12,"S036",NA
"2270","S036",33,42171100,1,1276400,0.030734682012838,41032502.690331,1316072.61932866,0.032540960618896,42171100,5,12,"S036",NA
"2271","S036",34,42709900,1,538800,0.0126955911658517,41868582.2499812,842094.494697907,0.0205432575118165,42709900,5,12,"S036",NA
"2272","S036",35,42914600,1,204700,0.00478135089783435,42236482.8595245,361067.594554799,0.00864508398096292,42914600,5,12,"S036",NA
"2273","S036",36,40175200,1,-2739400,-0.0659622045449532,42207877.2479316,-40816.5833819063,-0.00119309816850073,40175200,5,12,"S036",NA
"2274","S036",37,43320200,1,3145000,0.075369149095832,41878083.3622484,-340239.318694047,-0.0085373869558088,43320200,5,12,"S036",NA
"2275","S036",38,41286300,1,-2033900,-0.0480883131196058,41249109.0459596,-643777.706731288,-0.0160689991255722,41286300,5,12,"S036",NA
"2276","S036",39,39841900,1,-1444400,-0.0356116034654162,40381567.0818033,-886599.958179998,-0.0223139886712155,39841900,5,12,"S036",NA
"2277","S036",40,39875500,1,33600,0.000842977869065367,39352330.4469084,-1049779.88753042,-0.0268006856125777,39875500,5,12,"S036",NA
"2278","S036",41,38957000,1,-918500,-0.0233036264552107,38213459.3596238,-1158474.97611268,-0.030057468667465,38957000,5,12,"S036",NA
"2279","S036",42,35221000,1,-3736000,-0.100815978132602,37052619.6798266,-1168048.60453449,-0.0308047135103956,35221000,5,12,"S036",NA
"2280","S036",43,35217800,1,-3200,-9.08590152643089e-05,35983370.3111736,-1042903.39506443,-0.0280273460453667,35217800,5,12,"S036",NA
"2281","S036",44,35791400,1,573600,0.01615600447642,35005309.5602239,-903758.246222744,-0.0249754488612598,35791400,5,12,"S036",NA
"2282","S036",45,34215500,1,-1575900,-0.0450288833133816,34054380.0177429,-817960.967244686,-0.0234576945656108,34215500,5,12,"S036",NA
"2283","S037",10,423863,NA,NA,NA,413420.848502829,NA,NA,423863,6,1,"S037",NA
"2284","S037",11,552777,1,128914,0.265544375408217,621277.273636347,211175.213795356,0.394966875018277,552777,6,1,"S037",NA
"2285","S037",12,1213740,1,660963,0.786507115422347,829045.246934099,210379.946296638,0.337926446420337,1213740,6,1,"S037",NA
"2286","S037",13,1148140,1,-65600,-0.0555632599790769,1038335.03053715,208822.830278846,0.275177479448838,1148140,6,1,"S037",NA
"2287","S037",14,1856820,1,708680,0.480722105457942,1275259.14980554,232305.750590281,0.226460332723698,1856820,6,1,"S037",NA
"2288","S037",15,1375180,1,-481640,-0.300280715497787,1587681.37780226,303615.392871668,0.200703222812154,1375180,6,1,"S037",NA
"2289","S037",16,1606400,1,231220,0.155411018873677,2057953.35113003,460290.985514681,0.210098051677258,1606400,6,1,"S037",NA
"2290","S037",17,2766400,1,1160000,0.543551185431616,2757254.80955335,689576.81664795,0.235473229220131,2766400,6,1,"S037",NA
"2291","S037",18,4373120,1,1606720,0.457929877223333,3725610.34075392,957341.486574322,0.250514263163806,4373120,6,1,"S037",NA
"2292","S037",19,5127900,1,754780,0.159219505477973,5006641.61989369,1269431.75458585,0.252965479682478,5127900,6,1,"S037",NA
"2293","S037",20,4386306.66666667,1,-741593.333333333,-0.156208651656104,6686153.15259986,1676063.15171211,0.258700716052727,1423450,6,1,"S037",NA
"2294","S037",20,4386306.66666667,1,-741593.333333333,-0.156208651656104,6686153.15259986,1676063.15171211,0.258700716052727,5935980,6,1,"S037",NA
"2295","S037",20,4386306.66666667,1,-741593.333333333,-0.156208651656104,6686153.15259986,1676063.15171211,0.258700716052727,5799490,6,1,"S037",NA
"2296","S037",21,6125410,1,1739103.33333333,0.33395812597391,8831923.64713487,2161046.56455782,0.273483374603175,6125410,6,1,"S037",NA
"2297","S037",22,13520900,1,7395490,0.7917909434806,11329094.5886299,2523928.18914495,0.273662199909526,13520900,6,1,"S037",NA
"2298","S037",23,16858600,1,3337700,0.220624275905936,13893245.1749577,2577438.60906571,0.241577408787093,16858600,6,1,"S037",NA
"2299","S037",24,15437000,1,-1421600,-0.0880936871528332,16379919.812971,2478767.27684281,0.196266423669338,15437000,6,1,"S037",NA
"2300","S037",25,18809200,1,3372200,0.197578886639938,18847921.0424303,2454770.75488322,0.159360143975868,18809200,6,1,"S037",NA
"2301","S037",26,18939400,1,130200,0.0068982964302278,21342809.8695016,2490274.78379626,0.133024129083972,18939400,6,1,"S037",NA
"2302","S037",27,24170700,1,5231300,0.243896747548693,23856006.1567963,2525415.19287662,0.114969067239016,24170700,6,1,"S037",NA
"2303","S037",28,25357900,1,1187200,0.0479491627507477,26234106.9089237,2399060.71344096,0.097034893804953,25357900,6,1,"S037",NA
"2304","S037",29,31927300,1,6569400,0.230371124607038,28292522.7457644,2076272.85638301,0.0769873162459638,31927300,6,1,"S037",NA
"2305","S037",30,29591200,1,-2336100,-0.0759844233452342,29853375.6048931,1562598.16952628,0.0540710909962647,29591200,6,1,"S037",NA
"2306","S037",31,30635700,1,1044500,0.0346889757671894,30946660.8702105,1087343.01358281,0.0350884871208237,30635700,6,1,"S037",NA
"2307","S037",32,31022000,1,386300,0.0125306346042546,31637501.6483336,685931.188537098,0.020452555221409,31022000,6,1,"S037",NA
"2308","S037",33,32642700,1,1620700,0.0509246170604234,31958161.3239872,318077.050461158,0.00815826464301971,32642700,6,1,"S037",NA
"2309","S037",34,33340200,1,697500,0.0211426288419128,31908498.2369769,-55506.6700373549,-0.00361607157807421,33340200,6,1,"S037",NA
"2310","S037",35,30572900,1,-2767300,-0.0866498804554873,31543454.056077,-375714.139935851,-0.0134279836902756,30572900,6,1,"S037",NA
"2311","S037",36,31256800,1,683900,0.0221229568615565,31002360.3103477,-549966.954604414,-0.0186417589310036,31256800,6,1,"S037",NA
"2312","S037",37,31188700,1,-68100,-0.00218110278553817,30390412.9595274,-617493.25634878,-0.0205758435290802,31188700,6,1,"S037",NA
"2313","S037",38,29153900,1,-2034800,-0.067467155140543,29825928.0378014,-563675.425931303,-0.0186651581834631,29153900,6,1,"S037",NA
"2314","S037",39,28153100,1,-1000800,-0.0349312217284978,29470284.7037326,-339820.661023587,-0.0112053395619086,28153100,6,1,"S037",NA
"2315","S037",40,28715400,1,562300,0.019776091364594,29435151.5542394,-1419.75315565524,2.36373187379367e-05,28715400,6,1,"S037",NA
"2316","S037",41,29294800,1,579400,0.0199764616488664,29728969.8514587,334375.218091641,0.0110894744429281,29294800,6,1,"S037",NA
"2317","S037",42,29880100,1,585300,0.0197826811093847,30288454.1711026,582387.445789169,0.0191756967765232,29880100,6,1,"S037",NA
"2318","S037",43,32020000,1,2139900,0.0691680005893381,31005944.1841437,684286.989398829,0.0224362288565818,32020000,6,1,"S037",NA
"2319","S037",44,32674100,1,654100,0.0202220075684952,31757414.2569011,611408.293127999,0.0200307263012234,32674100,6,1,"S037",NA
