"genotype","DAP","variable","DAP_interval","DAP_group","Digital.biomass","line"
"Check2_1",43,25919250,"41-44",42.5,25626800,"Check2"
"Check2_1",44,25919250,"41-44",42.5,25605300,"Check2"
"Check2_2",6,5954.2838125,"5-8",6.5,89.119,"Check2"
"Check2_2",7,5954.2838125,"5-8",6.5,805.968,"Check2"
"Check2_2",8,5954.2838125,"5-8",6.5,16373.8,"Check2"
"Check2_2",9,393359.89837587,"9-12",10.5,76056.6,"Check2"
"Check2_2",10,393359.89837587,"9-12",10.5,165544,"Check2"
"Check2_2",11,393359.89837587,"9-12",10.5,391023,"Check2"
"Check2_2",12,393359.89837587,"9-12",10.5,937878,"Check2"
"Check2_2",13,1859921.47058824,"13-16",14.5,1036670,"Check2"
"Check2_2",14,1859921.47058824,"13-16",14.5,1712130,"Check2"
"Check2_2",15,1859921.47058824,"13-16",14.5,2285700,"Check2"
"Check2_2",16,1859921.47058824,"13-16",14.5,2454870,"Check2"
"Check2_2",17,4592282.5,"17-20",18.5,3283310,"Check2"
"Check2_2",18,4592282.5,"17-20",18.5,4815210,"Check2"
"Check2_2",19,4592282.5,"17-20",18.5,4950570,"Check2"
"Check2_2",20,4592282.5,"17-20",18.5,5320040,"Check2"
"Check2_2",21,14481347.5,"21-24",22.5,8433590,"Check2"
"Check2_2",22,14481347.5,"21-24",22.5,13183000,"Check2"
"Check2_2",23,14481347.5,"21-24",22.5,19745400,"Check2"
"Check2_2",24,14481347.5,"21-24",22.5,16563400,"Check2"
"Check2_2",25,27578950,"25-28",26.5,22859500,"Check2"
"Check2_2",26,27578950,"25-28",26.5,23985200,"Check2"
"Check2_2",27,27578950,"25-28",26.5,31052100,"Check2"
"Check2_2",28,27578950,"25-28",26.5,32419000,"Check2"
"Check2_2",29,37438075,"29-32",30.5,38023300,"Check2"
"Check2_2",30,37438075,"29-32",30.5,34573100,"Check2"
"Check2_2",31,37438075,"29-32",30.5,38287100,"Check2"
"Check2_2",32,37438075,"29-32",30.5,38868800,"Check2"
"Check2_2",33,46563290.0232019,"33-36",34.5,47064400,"Check2"
"Check2_2",34,46563290.0232019,"33-36",34.5,45841200,"Check2"
"Check2_2",35,46563290.0232019,"33-36",34.5,45977900,"Check2"
"Check2_2",36,46563290.0232019,"33-36",34.5,47374300,"Check2"
"Check2_2",37,42127850,"37-40",38.5,51118600,"Check2"
"Check2_2",38,42127850,"37-40",38.5,41653500,"Check2"
"Check2_2",39,42127850,"37-40",38.5,38731200,"Check2"
"Check2_2",40,42127850,"37-40",38.5,37008100,"Check2"
"Check2_2",41,33943775,"41-44",42.5,33384000,"Check2"
"Check2_2",42,33943775,"41-44",42.5,33846000,"Check2"
"Check2_2",43,33943775,"41-44",42.5,34546000,"Check2"
"Check2_2",44,33943775,"41-44",42.5,33999100,"Check2"
"Check2_3",4,3066.32,"0-4",2,3066.32,"Check2"
"Check2_3",5,260403.002564103,"5-8",6.5,52611.5,"Check2"
"Check2_3",6,260403.002564103,"5-8",6.5,134958,"Check2"
"Check2_3",7,260403.002564103,"5-8",6.5,231443,"Check2"
"Check2_3",8,260403.002564103,"5-8",6.5,574614,"Check2"
"Check2_3",9,1520293.13921114,"9-12",10.5,693817,"Check2"
"Check2_3",10,1520293.13921114,"9-12",10.5,822533,"Check2"
"Check2_3",11,1520293.13921114,"9-12",10.5,1835300,"Check2"
"Check2_3",12,1520293.13921114,"9-12",10.5,2721870,"Check2"
"Check2_3",13,2740940,"13-16",14.5,2249100,"Check2"
"Check2_3",15,2740940,"13-16",14.5,3232780,"Check2"
"Check2_3",17,7315562.5,"17-20",18.5,6338890,"Check2"
"Check2_3",18,7315562.5,"17-20",18.5,7023480,"Check2"
"Check2_3",19,7315562.5,"17-20",18.5,6612590,"Check2"
"Check2_3",20,7315562.5,"17-20",18.5,10033900,"Check2"
"Check2_3",20,7315562.5,"17-20",18.5,8540680,"Check2"
"Check2_3",21,15882867.5,"21-24",22.5,8192470,"Check2"
"Check2_3",22,15882867.5,"21-24",22.5,16356500,"Check2"
"Check2_3",23,15882867.5,"21-24",22.5,19059200,"Check2"
"Check2_3",24,15882867.5,"21-24",22.5,19923300,"Check2"
"Check2_3",25,19832825,"25-28",26.5,20862700,"Check2"
"Check2_3",26,19832825,"25-28",26.5,18695300,"Check2"
"Check2_3",27,19832825,"25-28",26.5,20993100,"Check2"
"Check2_3",28,19832825,"25-28",26.5,18780200,"Check2"
"Check2_3",29,21009200,"29-32",30.5,21601700,"Check2"
"Check2_3",30,21009200,"29-32",30.5,21097200,"Check2"
"Check2_3",31,21009200,"29-32",30.5,21334800,"Check2"
"Check2_3",32,21009200,"29-32",30.5,20003100,"Check2"
"Check2_3",33,21364683.5266821,"33-36",34.5,21339400,"Check2"
"Check2_3",34,21364683.5266821,"33-36",34.5,21376000,"Check2"
"Check2_3",35,21364683.5266821,"33-36",34.5,22521700,"Check2"
"Check2_3",36,21364683.5266821,"33-36",34.5,20221400,"Check2"
"Check2_3",37,18721425,"37-40",38.5,18621400,"Check2"
"Check2_3",38,18721425,"37-40",38.5,18893300,"Check2"
"Check2_3",39,18721425,"37-40",38.5,17560100,"Check2"
"Check2_3",40,18721425,"37-40",38.5,19810900,"Check2"
"Check2_3",41,14226575,"41-44",42.5,16172800,"Check2"
"Check2_3",42,14226575,"41-44",42.5,16171500,"Check2"
"Check2_3",43,14226575,"41-44",42.5,12390700,"Check2"
"Check2_3",44,14226575,"41-44",42.5,12171300,"Check2"
"Check2_4",1,210475.531736527,"0-4",2,81305.1,"Check2"
"Check2_4",3,210475.531736527,"0-4",2,217430,"Check2"
"Check2_4",4,210475.531736527,"0-4",2,274735,"Check2"
"Check2_4",5,726414.535897436,"5-8",6.5,387534,"Check2"
"Check2_4",6,726414.535897436,"5-8",6.5,564917,"Check2"
"Check2_4",7,726414.535897436,"5-8",6.5,771623,"Check2"
"Check2_4",8,726414.535897436,"5-8",6.5,1109250,"Check2"
"Check2_4",9,1996641.78654292,"9-12",10.5,1260390,"Check2"
"Check2_4",10,1996641.78654292,"9-12",10.5,1128200,"Check2"
"Check2_4",11,1996641.78654292,"9-12",10.5,2452540,"Check2"
"Check2_4",12,1996641.78654292,"9-12",10.5,3138620,"Check2"
"Check2_4",13,3562298.52941176,"13-16",14.5,2351380,"Check2"
"Check2_4",14,3562298.52941176,"13-16",14.5,3606600,"Check2"
"Check2_4",15,3562298.52941176,"13-16",14.5,3694530,"Check2"
"Check2_4",16,3562298.52941176,"13-16",14.5,4731520,"Check2"
"Check2_4",17,9144630,"17-20",18.5,5864070,"Check2"
"Check2_4",18,9144630,"17-20",18.5,7527550,"Check2"
"Check2_4",19,9144630,"17-20",18.5,10074600,"Check2"
"Check2_4",20,9144630,"17-20",18.5,13112300,"Check2"
"Check2_4",21,18386750,"21-24",22.5,16033600,"Check2"
"Check2_4",22,18386750,"21-24",22.5,16213200,"Check2"
"Check2_4",23,18386750,"21-24",22.5,20980100,"Check2"
"Check2_4",24,18386750,"21-24",22.5,20320100,"Check2"
"Check2_4",25,24164700,"25-28",26.5,23442000,"Check2"
"Check2_4",26,24164700,"25-28",26.5,19877900,"Check2"
"Check2_4",27,24164700,"25-28",26.5,29374400,"Check2"
"Check2_4",28,24164700,"25-28",26.5,23964500,"Check2"
"Check2_4",29,26454100,"29-32",30.5,27032600,"Check2"
"Check2_4",30,26454100,"29-32",30.5,25375200,"Check2"
"Check2_4",31,26454100,"29-32",30.5,24748600,"Check2"
"Check2_4",32,26454100,"29-32",30.5,28660000,"Check2"
"Check2_4",33,29088034.5707657,"33-36",34.5,29883100,"Check2"
"Check2_4",34,29088034.5707657,"33-36",34.5,30407100,"Check2"
"Check2_4",35,29088034.5707657,"33-36",34.5,25978900,"Check2"
"Check2_4",36,29088034.5707657,"33-36",34.5,30090400,"Check2"
"Check2_4",37,27335050,"37-40",38.5,26498200,"Check2"
"Check2_4",38,27335050,"37-40",38.5,26465500,"Check2"
"Check2_4",39,27335050,"37-40",38.5,27163500,"Check2"
"Check2_4",40,27335050,"37-40",38.5,29213000,"Check2"
"Check2_4",41,29108950,"41-44",42.5,28447900,"Check2"
"Check2_4",42,29108950,"41-44",42.5,29399900,"Check2"
"Check2_4",43,29108950,"41-44",42.5,29627300,"Check2"
"Check2_4",44,29108950,"41-44",42.5,28960700,"Check2"
"Check2_5",1,48022.5888622754,"0-4",2,3290.88,"Check2"
"Check2_5",3,48022.5888622754,"0-4",2,49110.1,"Check2"
"Check2_5",4,48022.5888622754,"0-4",2,71388.9,"Check2"
"Check2_5",5,279717.728205128,"5-8",6.5,127576,"Check2"
"Check2_5",6,279717.728205128,"5-8",6.5,229470,"Check2"
"Check2_5",7,279717.728205128,"5-8",6.5,321609,"Check2"
"Check2_5",8,279717.728205128,"5-8",6.5,410054,"Check2"
"Check2_5",9,1490673.08352668,"9-12",10.5,733125,"Check2"
"Check2_5",10,1490673.08352668,"9-12",10.5,713103,"Check2"
"Check2_5",11,1490673.08352668,"9-12",10.5,1737880,"Check2"
"Check2_5",12,1490673.08352668,"9-12",10.5,2771570,"Check2"
"Check2_5",13,3230374.41176471,"13-16",14.5,2085530,"Check2"
"Check2_5",14,3230374.41176471,"13-16",14.5,3085990,"Check2"
"Check2_5",15,3230374.41176471,"13-16",14.5,3675760,"Check2"
"Check2_5",16,3230374.41176471,"13-16",14.5,4161650,"Check2"
"Check2_5",17,5999006.66666667,"17-20",18.5,3914380,"Check2"
"Check2_5",18,5999006.66666667,"17-20",18.5,5669660,"Check2"
"Check2_5",19,5999006.66666667,"17-20",18.5,6493200,"Check2"
"Check2_5",20,5999006.66666667,"17-20",18.5,7011420,"Check2"
"Check2_5",20,5999006.66666667,"17-20",18.5,8378020,"Check2"
"Check2_5",20,5999006.66666667,"17-20",18.5,8366920,"Check2"
"Check2_5",21,16029325,"21-24",22.5,11267000,"Check2"
"Check2_5",22,16029325,"21-24",22.5,14678100,"Check2"
"Check2_5",23,16029325,"21-24",22.5,19856700,"Check2"
"Check2_5",24,16029325,"21-24",22.5,18315500,"Check2"
"Check2_5",25,28802150,"25-28",26.5,22632100,"Check2"
"Check2_5",26,28802150,"25-28",26.5,24812800,"Check2"
"Check2_5",27,28802150,"25-28",26.5,34514700,"Check2"
"Check2_5",28,28802150,"25-28",26.5,33249000,"Check2"
"Check2_5",29,39599900,"29-32",30.5,41231500,"Check2"
"Check2_5",30,39599900,"29-32",30.5,34736100,"Check2"
"Check2_5",31,39599900,"29-32",30.5,40601800,"Check2"
"Check2_5",32,39599900,"29-32",30.5,41830200,"Check2"
"Check2_5",33,38625302.7842227,"33-36",34.5,44207700,"Check2"
"Check2_5",34,38625302.7842227,"33-36",34.5,41013100,"Check2"
"Check2_5",35,38625302.7842227,"33-36",34.5,35505100,"Check2"
"Check2_5",36,38625302.7842227,"33-36",34.5,33827000,"Check2"
"Check2_5",37,29697325,"37-40",38.5,31967200,"Check2"
"Check2_5",38,29697325,"37-40",38.5,29344400,"Check2"
"Check2_5",39,29697325,"37-40",38.5,29328600,"Check2"
"Check2_5",40,29697325,"37-40",38.5,28149100,"Check2"
"Check2_5",41,28798900,"41-44",42.5,28854100,"Check2"
"Check2_5",42,28798900,"41-44",42.5,28242200,"Check2"
"Check2_5",43,28798900,"41-44",42.5,29047400,"Check2"
"Check2_5",44,28798900,"41-44",42.5,29051900,"Check2"
"Check2_6",1,119897.650299401,"0-4",2,16664.7,"Check2"
"Check2_6",3,119897.650299401,"0-4",2,145931,"Check2"
"Check2_6",4,119897.650299401,"0-4",2,153996,"Check2"
"Check2_6",5,476877.292307692,"5-8",6.5,217386,"Check2"
"Check2_6",6,476877.292307692,"5-8",6.5,326982,"Check2"
"Check2_6",7,476877.292307692,"5-8",6.5,616842,"Check2"
"Check2_6",8,476877.292307692,"5-8",6.5,691922,"Check2"
"Check2_6",9,1680229.97215777,"9-12",10.5,847994,"Check2"
"Check2_6",10,1680229.97215777,"9-12",10.5,1015450,"Check2"
"Check2_6",11,1680229.97215777,"9-12",10.5,1916630,"Check2"
"Check2_6",12,1680229.97215777,"9-12",10.5,2933140,"Check2"
"Check2_6",13,4869908.82352941,"13-16",14.5,3530520,"Check2"
"Check2_6",14,4869908.82352941,"13-16",14.5,5418510,"Check2"
"Check2_6",15,4869908.82352941,"13-16",14.5,4993180,"Check2"
"Check2_6",16,4869908.82352941,"13-16",14.5,5689440,"Check2"
"Check2_6",17,10078705,"17-20",18.5,6215720,"Check2"
"Check2_6",18,10078705,"17-20",18.5,9030400,"Check2"
"Check2_6",19,10078705,"17-20",18.5,12090400,"Check2"
"Check2_6",20,10078705,"17-20",18.5,12978300,"Check2"
"Check2_6",21,19383075,"21-24",22.5,12804200,"Check2"
"Check2_6",22,19383075,"21-24",22.5,20886700,"Check2"
"Check2_6",23,19383075,"21-24",22.5,21632800,"Check2"
"Check2_6",24,19383075,"21-24",22.5,22208600,"Check2"
"Check2_6",25,28100325,"25-28",26.5,26632300,"Check2"
"Check2_6",26,28100325,"25-28",26.5,26555500,"Check2"
"Check2_6",27,28100325,"25-28",26.5,32014100,"Check2"
"Check2_6",28,28100325,"25-28",26.5,27199400,"Check2"
"Check2_6",29,29990775,"29-32",30.5,28924000,"Check2"
"Check2_6",30,29990775,"29-32",30.5,31362600,"Check2"
"Check2_6",31,29990775,"29-32",30.5,29816100,"Check2"
"Check2_6",32,29990775,"29-32",30.5,29860400,"Check2"
"Check2_6",33,30321182.1345708,"33-36",34.5,31452100,"Check2"
"Check2_6",34,30321182.1345708,"33-36",34.5,30545100,"Check2"
"Check2_6",35,30321182.1345708,"33-36",34.5,29745500,"Check2"
"Check2_6",36,30321182.1345708,"33-36",34.5,29552500,"Check2"
"Check2_6",37,25511650,"37-40",38.5,28664100,"Check2"
"Check2_6",38,25511650,"37-40",38.5,27105600,"Check2"
"Check2_6",39,25511650,"37-40",38.5,23162200,"Check2"
"Check2_6",40,25511650,"37-40",38.5,23114700,"Check2"
"Check2_6",41,23565100,"41-44",42.5,23979600,"Check2"
"Check2_6",42,23565100,"41-44",42.5,23604500,"Check2"
"Check2_6",43,23565100,"41-44",42.5,23747000,"Check2"
"Check2_6",44,23565100,"41-44",42.5,22929300,"Check2"
"Check2_7",0,8049410,"0-4",2,8049410,"Check2"
"Check2_7",5,37528.6652461538,"5-8",6.5,396.066,"Check2"
"Check2_7",6,37528.6652461538,"5-8",6.5,2419.11,"Check2"
"Check2_7",7,37528.6652461538,"5-8",6.5,44488.8,"Check2"
"Check2_7",8,37528.6652461538,"5-8",6.5,93615.3,"Check2"
"Check2_7",9,670240.765661253,"9-12",10.5,181750,"Check2"
"Check2_7",10,670240.765661253,"9-12",10.5,452534,"Check2"
"Check2_7",11,670240.765661253,"9-12",10.5,719776,"Check2"
"Check2_7",12,670240.765661253,"9-12",10.5,1322380,"Check2"
"Check2_7",13,2545933.82352941,"13-16",14.5,1605090,"Check2"
"Check2_7",14,2545933.82352941,"13-16",14.5,2397480,"Check2"
"Check2_7",15,2545933.82352941,"13-16",14.5,2602580,"Check2"
"Check2_7",16,2545933.82352941,"13-16",14.5,3689110,"Check2"
"Check2_7",17,7619812.5,"17-20",18.5,4597380,"Check2"
"Check2_7",18,7619812.5,"17-20",18.5,6593640,"Check2"
"Check2_7",19,7619812.5,"17-20",18.5,8583930,"Check2"
"Check2_7",20,7619812.5,"17-20",18.5,11168200,"Check2"
"Check2_7",20,7619812.5,"17-20",18.5,10240400,"Check2"
"Check2_7",21,15758350,"21-24",22.5,12156500,"Check2"
"Check2_7",22,15758350,"21-24",22.5,14384600,"Check2"
"Check2_7",23,15758350,"21-24",22.5,16549900,"Check2"
"Check2_7",24,15758350,"21-24",22.5,19942400,"Check2"
"Check2_7",25,23923850,"25-28",26.5,22512900,"Check2"
"Check2_7",26,23923850,"25-28",26.5,20546400,"Check2"
"Check2_7",27,23923850,"25-28",26.5,25738000,"Check2"
"Check2_7",28,23923850,"25-28",26.5,26898100,"Check2"
"Check2_7",29,28999800,"29-32",30.5,29859800,"Check2"
"Check2_7",30,28999800,"29-32",30.5,27382300,"Check2"
"Check2_7",31,28999800,"29-32",30.5,28681900,"Check2"
"Check2_7",32,28999800,"29-32",30.5,30075200,"Check2"
"Check2_7",33,28337583.2946636,"33-36",34.5,28722800,"Check2"
"Check2_7",34,28337583.2946636,"33-36",34.5,29170600,"Check2"
"Check2_7",35,28337583.2946636,"33-36",34.5,27608200,"Check2"
"Check2_7",36,28337583.2946636,"33-36",34.5,27852300,"Check2"
"Check2_7",37,29331700,"37-40",38.5,29134700,"Check2"
"Check2_7",38,29331700,"37-40",38.5,29806500,"Check2"
"Check2_7",39,29331700,"37-40",38.5,29614600,"Check2"
"Check2_7",40,29331700,"37-40",38.5,28771000,"Check2"
"Check2_7",41,29413700,"41-44",42.5,30296200,"Check2"
"Check2_7",42,29413700,"41-44",42.5,30267800,"Check2"
"Check2_7",43,29413700,"41-44",42.5,27834200,"Check2"
"Check2_7",44,29413700,"41-44",42.5,29256600,"Check2"
"Check2_8",1,42668.9008383234,"0-4",2,1397.68,"Check2"
"Check2_8",3,42668.9008383234,"0-4",2,41695.4,"Check2"
"Check2_8",4,42668.9008383234,"0-4",2,65893.8,"Check2"
"Check2_8",5,280028.653846154,"5-8",6.5,85276,"Check2"
"Check2_8",6,280028.653846154,"5-8",6.5,182596,"Check2"
"Check2_8",7,280028.653846154,"5-8",6.5,269871,"Check2"
"Check2_8",8,280028.653846154,"5-8",6.5,539417,"Check2"
"Check2_8",9,1265680.22737819,"9-12",10.5,576002,"Check2"
"Check2_8",10,1265680.22737819,"9-12",10.5,578163,"Check2"
"Check2_8",11,1265680.22737819,"9-12",10.5,1451570,"Check2"
"Check2_8",12,1265680.22737819,"9-12",10.5,2450600,"Check2"
"Check2_8",13,3425459.11764706,"13-16",14.5,2223210,"Check2"
"Check2_8",14,3425459.11764706,"13-16",14.5,3380580,"Check2"
"Check2_8",15,3425459.11764706,"13-16",14.5,3629920,"Check2"
"Check2_8",16,3425459.11764706,"13-16",14.5,4592850,"Check2"
"Check2_8",17,9046412.5,"17-20",18.5,5477360,"Check2"
"Check2_8",18,9046412.5,"17-20",18.5,8778120,"Check2"
"Check2_8",19,9046412.5,"17-20",18.5,8782370,"Check2"
"Check2_8",20,9046412.5,"17-20",18.5,13589900,"Check2"
"Check2_8",20,9046412.5,"17-20",18.5,12705700,"Check2"
"Check2_8",21,23952725,"21-24",22.5,21671100,"Check2"
"Check2_8",22,23952725,"21-24",22.5,20156900,"Check2"
"Check2_8",23,23952725,"21-24",22.5,25288900,"Check2"
"Check2_8",24,23952725,"21-24",22.5,28694000,"Check2"
"Check2_8",25,38030600,"25-28",26.5,32536900,"Check2"
"Check2_8",26,38030600,"25-28",26.5,35645600,"Check2"
"Check2_8",27,38030600,"25-28",26.5,44171900,"Check2"
"Check2_8",28,38030600,"25-28",26.5,39768000,"Check2"
"Check2_8",29,40128875,"29-32",30.5,37413800,"Check2"
"Check2_8",30,40128875,"29-32",30.5,36147700,"Check2"
"Check2_8",31,40128875,"29-32",30.5,43333600,"Check2"
"Check2_8",32,40128875,"29-32",30.5,43620400,"Check2"
"Check2_8",33,35267388.3990719,"33-36",34.5,37151600,"Check2"
"Check2_8",34,35267388.3990719,"33-36",34.5,36937500,"Check2"
"Check2_8",35,35267388.3990719,"33-36",34.5,35363800,"Check2"
"Check2_8",36,35267388.3990719,"33-36",34.5,31634100,"Check2"
"Check2_8",37,29313675,"37-40",38.5,31962200,"Check2"
"Check2_8",38,29313675,"37-40",38.5,32000600,"Check2"
"Check2_8",39,29313675,"37-40",38.5,27543100,"Check2"
"Check2_8",40,29313675,"37-40",38.5,25748800,"Check2"
"Check2_8",41,23788975,"41-44",42.5,24969700,"Check2"
"Check2_8",42,23788975,"41-44",42.5,23159700,"Check2"
"Check2_8",43,23788975,"41-44",42.5,24061900,"Check2"
"Check2_8",44,23788975,"41-44",42.5,22964600,"Check2"
"Check2_9",1,958.076526946108,"0-4",2,1019.16,"Check2"
"Check2_9",3,958.076526946108,"0-4",2,192.7,"Check2"
"Check2_9",4,958.076526946108,"0-4",2,1570.02,"Check2"
"Check2_9",5,145554.988205128,"5-8",6.5,34898.4,"Check2"
"Check2_9",6,145554.988205128,"5-8",6.5,103661,"Check2"
"Check2_9",7,145554.988205128,"5-8",6.5,136558,"Check2"
"Check2_9",8,145554.988205128,"5-8",6.5,283630,"Check2"
"Check2_9",9,1085351.90719258,"9-12",10.5,405100,"Check2"
"Check2_9",10,1085351.90719258,"9-12",10.5,617329,"Check2"
"Check2_9",11,1085351.90719258,"9-12",10.5,1126820,"Check2"
"Check2_9",12,1085351.90719258,"9-12",10.5,2185860,"Check2"
"Check2_9",13,2817015.88235294,"13-16",14.5,1497690,"Check2"
"Check2_9",14,2817015.88235294,"13-16",14.5,2501850,"Check2"
"Check2_9",15,2817015.88235294,"13-16",14.5,3056450,"Check2"
"Check2_9",16,2817015.88235294,"13-16",14.5,4347060,"Check2"
"Check2_9",17,7907577.5,"17-20",18.5,5077490,"Check2"
"Check2_9",18,7907577.5,"17-20",18.5,7302410,"Check2"
"Check2_9",19,7907577.5,"17-20",18.5,9089870,"Check2"
"Check2_9",20,7907577.5,"17-20",18.5,10531400,"Check2"
"Check2_9",20,7907577.5,"17-20",18.5,9789680,"Check2"
"Check2_9",21,17809050,"21-24",22.5,12478800,"Check2"
"Check2_9",22,17809050,"21-24",22.5,15697900,"Check2"
"Check2_9",23,17809050,"21-24",22.5,20000800,"Check2"
"Check2_9",24,17809050,"21-24",22.5,23058700,"Check2"
"Check2_9",25,32858275,"25-28",26.5,29902700,"Check2"
"Check2_9",26,32858275,"25-28",26.5,31757100,"Check2"
"Check2_9",27,32858275,"25-28",26.5,33736500,"Check2"
"Check2_9",28,32858275,"25-28",26.5,36036800,"Check2"
"Check2_9",29,41464625,"29-32",30.5,42629200,"Check2"
"Check2_9",30,41464625,"29-32",30.5,37857500,"Check2"
"Check2_9",31,41464625,"29-32",30.5,40862800,"Check2"
"Check2_9",32,41464625,"29-32",30.5,44509000,"Check2"
"Check2_9",33,45223742.2273782,"33-36",34.5,46123500,"Check2"
"Check2_9",34,45223742.2273782,"33-36",34.5,44656400,"Check2"
"Check2_9",35,45223742.2273782,"33-36",34.5,44016000,"Check2"
"Check2_9",36,45223742.2273782,"33-36",34.5,46107400,"Check2"
"Check2_9",37,41199825,"37-40",38.5,45345400,"Check2"
"Check2_9",38,41199825,"37-40",38.5,40420800,"Check2"
"Check2_9",39,41199825,"37-40",38.5,39051100,"Check2"
"Check2_9",40,41199825,"37-40",38.5,39982000,"Check2"
"Check2_9",41,38983575,"41-44",42.5,37808500,"Check2"
"Check2_9",42,38983575,"41-44",42.5,39613200,"Check2"
"Check2_9",43,38983575,"41-44",42.5,39434700,"Check2"
"Check2_9",44,38983575,"41-44",42.5,39077900,"Check2"
"Check3_1",3,3077.19441860465,"0-4",2,5707.77,"Check3"
"Check3_1",4,3077.19441860465,"0-4",2,859.995,"Check3"
"Check3_1",5,158274.988717949,"5-8",6.5,35734,"Check3"
"Check3_1",6,158274.988717949,"5-8",6.5,97434.8,"Check3"
"Check3_1",7,158274.988717949,"5-8",6.5,192308,"Check3"
"Check3_1",8,158274.988717949,"5-8",6.5,281786,"Check3"
"Check3_1",9,1222019.91647332,"9-12",10.5,635184,"Check3"
"Check3_1",10,1222019.91647332,"9-12",10.5,579212,"Check3"
"Check3_1",11,1222019.91647332,"9-12",10.5,1418630,"Check3"
"Check3_1",12,1222019.91647332,"9-12",10.5,2249620,"Check3"
"Check3_1",13,3991362.64705882,"13-16",14.5,2910570,"Check3"
"Check3_1",14,3991362.64705882,"13-16",14.5,3205750,"Check3"
"Check3_1",15,3991362.64705882,"13-16",14.5,4357120,"Check3"
"Check3_1",16,3991362.64705882,"13-16",14.5,5581390,"Check3"
"Check3_1",17,9250701.25,"17-20",18.5,7893520,"Check3"
"Check3_1",18,9250701.25,"17-20",18.5,9465380,"Check3"
"Check3_1",19,9250701.25,"17-20",18.5,9750310,"Check3"
"Check3_1",20,9250701.25,"17-20",18.5,10252900,"Check3"
"Check3_1",20,9250701.25,"17-20",18.5,9534290,"Check3"
"Check3_1",21,14884975,"21-24",22.5,10534600,"Check3"
"Check3_1",22,14884975,"21-24",22.5,14696700,"Check3"
"Check3_1",23,14884975,"21-24",22.5,17158400,"Check3"
"Check3_1",24,14884975,"21-24",22.5,17150200,"Check3"
"Check3_1",25,20473275,"25-28",26.5,19677200,"Check3"
"Check3_1",26,20473275,"25-28",26.5,19139300,"Check3"
"Check3_1",27,20473275,"25-28",26.5,20947800,"Check3"
"Check3_1",28,20473275,"25-28",26.5,22128800,"Check3"
"Check3_1",29,26696425,"29-32",30.5,24449900,"Check3"
"Check3_1",30,26696425,"29-32",30.5,25022500,"Check3"
"Check3_1",31,26696425,"29-32",30.5,26506200,"Check3"
"Check3_1",32,26696425,"29-32",30.5,30807100,"Check3"
"Check3_1",34,34783200,"33-36",34.5,35467700,"Check3"
"Check3_1",35,34783200,"33-36",34.5,34821100,"Check3"
"Check3_1",36,34783200,"33-36",34.5,34060800,"Check3"
"Check3_1",37,26240575,"37-40",38.5,31831200,"Check3"
"Check3_1",38,26240575,"37-40",38.5,25739600,"Check3"
"Check3_1",39,26240575,"37-40",38.5,23935300,"Check3"
"Check3_1",40,26240575,"37-40",38.5,23456200,"Check3"
"Check3_1",41,23903625,"41-44",42.5,22883700,"Check3"
"Check3_1",42,23903625,"41-44",42.5,21865400,"Check3"
"Check3_1",43,23903625,"41-44",42.5,25450000,"Check3"
"Check3_1",44,23903625,"41-44",42.5,25415400,"Check3"
"Check3_2",1,201613.611976048,"0-4",2,49727.4,"Check3"
"Check3_2",3,201613.611976048,"0-4",2,208418,"Check3"
"Check3_2",4,201613.611976048,"0-4",2,278331,"Check3"
