"genotype","DAP","variable","DAP_interval","DAP_group","Digital.biomass","line"
"Check3_9",26,26307850,"25-28",26.5,26062100,"Check3"
"Check3_9",27,26307850,"25-28",26.5,27105200,"Check3"
"Check3_9",28,26307850,"25-28",26.5,26469400,"Check3"
"Check3_9",29,30716275,"29-32",30.5,30375300,"Check3"
"Check3_9",30,30716275,"29-32",30.5,29601100,"Check3"
"Check3_9",31,30716275,"29-32",30.5,30589300,"Check3"
"Check3_9",32,30716275,"29-32",30.5,32299400,"Check3"
"Check3_9",33,28305669.6055684,"33-36",34.5,32055600,"Check3"
"Check3_9",34,28305669.6055684,"33-36",34.5,29624500,"Check3"
"Check3_9",35,28305669.6055684,"33-36",34.5,26966000,"Check3"
"Check3_9",36,28305669.6055684,"33-36",34.5,24611300,"Check3"
"Check3_9",37,22466425,"37-40",38.5,23814700,"Check3"
"Check3_9",38,22466425,"37-40",38.5,20956900,"Check3"
"Check3_9",39,22466425,"37-40",38.5,22266800,"Check3"
"Check3_9",40,22466425,"37-40",38.5,22827300,"Check3"
"Check3_9",41,24421425,"41-44",42.5,23805100,"Check3"
"Check3_9",42,24421425,"41-44",42.5,24044400,"Check3"
"Check3_9",43,24421425,"41-44",42.5,23297000,"Check3"
"Check3_9",44,24421425,"41-44",42.5,26539200,"Check3"
"S001",3,87.439,"0-4",2,87.439,"S001"
"S001",5,35380.6795512821,"5-8",6.5,1190.34,"S001"
"S001",6,35380.6795512821,"5-8",6.5,15.905,"S001"
"S001",7,35380.6795512821,"5-8",6.5,16736.5,"S001"
"S001",8,35380.6795512821,"5-8",6.5,114166,"S001"
"S001",9,693161.533642691,"9-12",10.5,356295,"S001"
"S001",10,693161.533642691,"9-12",10.5,346855,"S001"
"S001",11,693161.533642691,"9-12",10.5,863717,"S001"
"S001",12,693161.533642691,"9-12",10.5,1202660,"S001"
"S001",13,2553716.47058824,"13-16",14.5,1855340,"S001"
"S001",14,2553716.47058824,"13-16",14.5,2401750,"S001"
"S001",15,2553716.47058824,"13-16",14.5,2613900,"S001"
"S001",16,2553716.47058824,"13-16",14.5,3423650,"S001"
"S001",17,6066363.75,"17-20",18.5,4849210,"S001"
"S001",18,6066363.75,"17-20",18.5,5253340,"S001"
"S001",19,6066363.75,"17-20",18.5,5772210,"S001"
"S001",20,6066363.75,"17-20",18.5,9472180,"S001"
"S001",20,6066363.75,"17-20",18.5,7309210,"S001"
"S001",21,13344340,"21-24",22.5,9159360,"S001"
"S001",22,13344340,"21-24",22.5,13441400,"S001"
"S001",23,13344340,"21-24",22.5,15415900,"S001"
"S001",24,13344340,"21-24",22.5,15360700,"S001"
"S001",25,19145450,"25-28",26.5,15249300,"S001"
"S001",26,19145450,"25-28",26.5,17300300,"S001"
"S001",27,19145450,"25-28",26.5,20496000,"S001"
"S001",28,19145450,"25-28",26.5,23536200,"S001"
"S001",29,24808875,"29-32",30.5,29934700,"S001"
"S001",30,24808875,"29-32",30.5,23984900,"S001"
"S001",31,24808875,"29-32",30.5,23301900,"S001"
"S001",32,24808875,"29-32",30.5,22014000,"S001"
"S001",33,24621367.0533643,"33-36",34.5,23501600,"S001"
"S001",34,24621367.0533643,"33-36",34.5,25547400,"S001"
"S001",35,24621367.0533643,"33-36",34.5,23624500,"S001"
"S001",36,24621367.0533643,"33-36",34.5,25801600,"S001"
"S001",37,25013650,"37-40",38.5,27440200,"S001"
"S001",38,25013650,"37-40",38.5,24822100,"S001"
"S001",39,25013650,"37-40",38.5,24164800,"S001"
"S001",40,25013650,"37-40",38.5,23627500,"S001"
"S001",41,23207375,"41-44",42.5,23242900,"S001"
"S001",42,23207375,"41-44",42.5,23131500,"S001"
"S001",43,23207375,"41-44",42.5,22134700,"S001"
"S001",44,23207375,"41-44",42.5,24320400,"S001"
"S002",7,15348.9790434783,"5-8",6.5,814.281,"S002"
"S002",8,15348.9790434783,"5-8",6.5,29468.4,"S002"
"S002",9,423743.761020882,"9-12",10.5,195427,"S002"
"S002",10,423743.761020882,"9-12",10.5,162327,"S002"
"S002",11,423743.761020882,"9-12",10.5,477000,"S002"
"S002",12,423743.761020882,"9-12",10.5,858107,"S002"
"S002",13,2033701.17647059,"13-16",14.5,1218060,"S002"
"S002",14,2033701.17647059,"13-16",14.5,1820520,"S002"
"S002",15,2033701.17647059,"13-16",14.5,2094580,"S002"
"S002",16,2033701.17647059,"13-16",14.5,3095990,"S002"
"S002",17,5527340,"17-20",18.5,4003590,"S002"
"S002",18,5527340,"17-20",18.5,5855890,"S002"
"S002",19,5527340,"17-20",18.5,6172510,"S002"
"S002",20,5527340,"17-20",18.5,6587930,"S002"
"S002",20,5527340,"17-20",18.5,5566810,"S002"
"S002",21,12071905,"21-24",22.5,7409520,"S002"
"S002",22,12071905,"21-24",22.5,12833500,"S002"
"S002",23,12071905,"21-24",22.5,14063800,"S002"
"S002",24,12071905,"21-24",22.5,13980800,"S002"
"S002",25,17635900,"25-28",26.5,15342200,"S002"
"S002",26,17635900,"25-28",26.5,15874600,"S002"
"S002",27,17635900,"25-28",26.5,18839800,"S002"
"S002",28,17635900,"25-28",26.5,20487000,"S002"
"S002",29,23818550,"29-32",30.5,23125800,"S002"
"S002",30,23818550,"29-32",30.5,23012200,"S002"
"S002",31,23818550,"29-32",30.5,23555400,"S002"
"S002",32,23818550,"29-32",30.5,25580800,"S002"
"S002",33,30745799.7679814,"33-36",34.5,29115100,"S002"
"S002",34,30745799.7679814,"33-36",34.5,29498900,"S002"
"S002",35,30745799.7679814,"33-36",34.5,31439700,"S002"
"S002",36,30745799.7679814,"33-36",34.5,32914400,"S002"
"S002",37,30540425,"37-40",38.5,33150100,"S002"
"S002",38,30540425,"37-40",38.5,30993200,"S002"
"S002",39,30540425,"37-40",38.5,30155300,"S002"
"S002",40,30540425,"37-40",38.5,27863100,"S002"
"S002",41,25631525,"41-44",42.5,27146100,"S002"
"S002",42,25631525,"41-44",42.5,24814300,"S002"
"S002",43,25631525,"41-44",42.5,26208100,"S002"
"S002",44,25631525,"41-44",42.5,24357600,"S002"
"S003",5,55879.0515897436,"5-8",6.5,273.67,"S003"
"S003",6,55879.0515897436,"5-8",6.5,21746.1,"S003"
"S003",7,55879.0515897436,"5-8",6.5,53358.9,"S003"
"S003",8,55879.0515897436,"5-8",6.5,135403,"S003"
"S003",9,703326.076566125,"9-12",10.5,364605,"S003"
"S003",10,703326.076566125,"9-12",10.5,253474,"S003"
"S003",11,703326.076566125,"9-12",10.5,792239,"S003"
"S003",12,703326.076566125,"9-12",10.5,1399850,"S003"
"S003",13,2711640.29411765,"13-16",14.5,1895020,"S003"
"S003",14,2711640.29411765,"13-16",14.5,2297720,"S003"
"S003",15,2711640.29411765,"13-16",14.5,3187710,"S003"
"S003",16,2711640.29411765,"13-16",14.5,3508680,"S003"
"S003",17,5597435,"17-20",18.5,5252800,"S003"
"S003",18,5597435,"17-20",18.5,5367710,"S003"
"S003",19,5597435,"17-20",18.5,5724330,"S003"
"S003",20,5597435,"17-20",18.5,6524660,"S003"
"S003",20,5597435,"17-20",18.5,5565140,"S003"
"S003",21,12204367.5,"21-24",22.5,6535270,"S003"
"S003",22,12204367.5,"21-24",22.5,12975600,"S003"
"S003",23,12204367.5,"21-24",22.5,14603900,"S003"
"S003",24,12204367.5,"21-24",22.5,14702700,"S003"
"S003",25,17938875,"25-28",26.5,16875500,"S003"
"S003",26,17938875,"25-28",26.5,15085600,"S003"
"S003",27,17938875,"25-28",26.5,17871000,"S003"
"S003",28,17938875,"25-28",26.5,21923400,"S003"
"S003",29,22202975,"29-32",30.5,23086300,"S003"
"S003",30,22202975,"29-32",30.5,20571000,"S003"
"S003",31,22202975,"29-32",30.5,21893200,"S003"
"S003",32,22202975,"29-32",30.5,23261400,"S003"
"S003",33,27706599.3039443,"33-36",34.5,26832100,"S003"
"S003",34,27706599.3039443,"33-36",34.5,27963800,"S003"
"S003",35,27706599.3039443,"33-36",34.5,26497800,"S003"
"S003",36,27706599.3039443,"33-36",34.5,29524600,"S003"
"S003",37,29914225,"37-40",38.5,29742900,"S003"
"S003",38,29914225,"37-40",38.5,30273600,"S003"
"S003",39,29914225,"37-40",38.5,29378700,"S003"
"S003",40,29914225,"37-40",38.5,30261700,"S003"
"S003",41,30907250,"41-44",42.5,30105700,"S003"
"S003",42,30907250,"41-44",42.5,29963000,"S003"
"S003",43,30907250,"41-44",42.5,31192300,"S003"
"S003",44,30907250,"41-44",42.5,32368000,"S003"
"S004",4,726.411,"0-4",2,726.411,"S004"
"S004",5,76786.4007692308,"5-8",6.5,8543.25,"S004"
"S004",6,76786.4007692308,"5-8",6.5,11310.6,"S004"
"S004",7,76786.4007692308,"5-8",6.5,89821.8,"S004"
"S004",8,76786.4007692308,"5-8",6.5,180505,"S004"
"S004",9,834008.317865429,"9-12",10.5,505767,"S004"
"S004",10,834008.317865429,"9-12",10.5,358814,"S004"
"S004",11,834008.317865429,"9-12",10.5,914923,"S004"
"S004",12,834008.317865429,"9-12",10.5,1553490,"S004"
"S004",13,2720655.29411765,"13-16",14.5,1590760,"S004"
"S004",14,2720655.29411765,"13-16",14.5,2446040,"S004"
"S004",15,2720655.29411765,"13-16",14.5,2917520,"S004"
"S004",16,2720655.29411765,"13-16",14.5,4044930,"S004"
"S004",17,5382923.75,"17-20",18.5,4107820,"S004"
"S004",18,5382923.75,"17-20",18.5,6129280,"S004"
"S004",19,5382923.75,"17-20",18.5,4592690,"S004"
"S004",20,5382923.75,"17-20",18.5,7344910,"S004"
"S004",20,5382923.75,"17-20",18.5,6058900,"S004"
"S004",21,12592102.5,"21-24",22.5,8047710,"S004"
"S004",22,12592102.5,"21-24",22.5,10791200,"S004"
"S004",23,12592102.5,"21-24",22.5,14606600,"S004"
"S004",24,12592102.5,"21-24",22.5,16922900,"S004"
"S004",25,25694925,"25-28",26.5,24063200,"S004"
"S004",26,25694925,"25-28",26.5,23001200,"S004"
"S004",27,25694925,"25-28",26.5,25937300,"S004"
"S004",28,25694925,"25-28",26.5,29778000,"S004"
"S004",29,34230850,"29-32",30.5,32440500,"S004"
"S004",30,34230850,"29-32",30.5,33392800,"S004"
"S004",31,34230850,"29-32",30.5,33462100,"S004"
"S004",32,34230850,"29-32",30.5,37628000,"S004"
"S004",33,41330848.0278422,"33-36",34.5,39830500,"S004"
"S004",34,41330848.0278422,"33-36",34.5,42967600,"S004"
"S004",35,41330848.0278422,"33-36",34.5,42121100,"S004"
"S004",36,41330848.0278422,"33-36",34.5,40390300,"S004"
"S004",37,39493925,"37-40",38.5,39647900,"S004"
"S004",38,39493925,"37-40",38.5,39123400,"S004"
"S004",39,39493925,"37-40",38.5,39918900,"S004"
"S004",40,39493925,"37-40",38.5,39285500,"S004"
"S004",41,39325425,"41-44",42.5,37079000,"S004"
"S004",42,39325425,"41-44",42.5,38129700,"S004"
"S004",43,39325425,"41-44",42.5,39792900,"S004"
"S004",44,39325425,"41-44",42.5,42300100,"S004"
"S005",1,195565.444444444,"0-4",2,180916,"S005"
"S005",4,195565.444444444,"0-4",2,203518,"S005"
"S005",5,512610.594871795,"5-8",6.5,279936,"S005"
"S005",6,512610.594871795,"5-8",6.5,390892,"S005"
"S005",7,512610.594871795,"5-8",6.5,612971,"S005"
"S005",8,512610.594871795,"5-8",6.5,718134,"S005"
"S005",9,1968798.39907193,"9-12",10.5,1378730,"S005"
"S005",10,1968798.39907193,"9-12",10.5,588350,"S005"
"S005",11,1968798.39907193,"9-12",10.5,2411550,"S005"
"S005",12,1968798.39907193,"9-12",10.5,3491100,"S005"
"S005",13,5711123.82352941,"13-16",14.5,3505260,"S005"
"S005",14,5711123.82352941,"13-16",14.5,5307970,"S005"
"S005",15,5711123.82352941,"13-16",14.5,6605510,"S005"
"S005",16,5711123.82352941,"13-16",14.5,7589690,"S005"
"S005",17,14901850,"17-20",18.5,10162400,"S005"
"S005",18,14901850,"17-20",18.5,13708700,"S005"
"S005",19,14901850,"17-20",18.5,15857300,"S005"
"S005",20,14901850,"17-20",18.5,20438300,"S005"
"S005",20,14901850,"17-20",18.5,19319700,"S005"
"S005",21,31457700,"21-24",22.5,22887400,"S005"
"S005",22,31457700,"21-24",22.5,31175100,"S005"
"S005",23,31457700,"21-24",22.5,34040300,"S005"
"S005",24,31457700,"21-24",22.5,37728000,"S005"
"S005",25,43175425,"25-28",26.5,34493900,"S005"
"S005",26,43175425,"25-28",26.5,41874600,"S005"
"S005",27,43175425,"25-28",26.5,46418700,"S005"
"S005",28,43175425,"25-28",26.5,49914500,"S005"
"S005",29,37518425,"29-32",30.5,44248100,"S005"
"S005",30,37518425,"29-32",30.5,37000600,"S005"
"S005",31,37518425,"29-32",30.5,36924300,"S005"
"S005",32,37518425,"29-32",30.5,31900700,"S005"
"S005",33,31408231.3225058,"33-36",34.5,32647500,"S005"
"S005",34,31408231.3225058,"33-36",34.5,32949900,"S005"
"S005",35,31408231.3225058,"33-36",34.5,30278800,"S005"
"S005",36,31408231.3225058,"33-36",34.5,29768200,"S005"
"S005",37,27227575,"37-40",38.5,29166300,"S005"
"S005",38,27227575,"37-40",38.5,26225700,"S005"
"S005",39,27227575,"37-40",38.5,27652300,"S005"
"S005",40,27227575,"37-40",38.5,25866000,"S005"
"S005",41,25143150,"41-44",42.5,25966000,"S005"
"S005",42,25143150,"41-44",42.5,25342800,"S005"
"S005",43,25143150,"41-44",42.5,25005400,"S005"
"S005",44,25143150,"41-44",42.5,24258400,"S005"
"S006",1,121141.971017964,"0-4",2,3754.32,"S006"
"S006",3,121141.971017964,"0-4",2,143735,"S006"
"S006",4,121141.971017964,"0-4",2,165824,"S006"
"S006",5,434807.561538462,"5-8",6.5,225277,"S006"
"S006",6,434807.561538462,"5-8",6.5,369670,"S006"
"S006",7,434807.561538462,"5-8",6.5,446836,"S006"
"S006",8,434807.561538462,"5-8",6.5,654913,"S006"
"S006",9,1662333.0974478,"9-12",10.5,899055,"S006"
"S006",10,1662333.0974478,"9-12",10.5,924660,"S006"
"S006",11,1662333.0974478,"9-12",10.5,1858620,"S006"
"S006",12,1662333.0974478,"9-12",10.5,2959930,"S006"
"S006",13,3370734.11764706,"13-16",14.5,2541950,"S006"
"S006",14,3370734.11764706,"13-16",14.5,3423730,"S006"
"S006",15,3370734.11764706,"13-16",14.5,3670450,"S006"
"S006",16,3370734.11764706,"13-16",14.5,3912940,"S006"
"S006",17,6300923.75,"17-20",18.5,4180040,"S006"
"S006",18,6300923.75,"17-20",18.5,6614940,"S006"
"S006",19,6300923.75,"17-20",18.5,6494680,"S006"
"S006",20,6300923.75,"17-20",18.5,8472870,"S006"
"S006",20,6300923.75,"17-20",18.5,7355200,"S006"
"S006",21,11554390,"21-24",22.5,8419660,"S006"
"S006",22,11554390,"21-24",22.5,11781500,"S006"
"S006",23,11554390,"21-24",22.5,13302800,"S006"
"S006",24,11554390,"21-24",22.5,12713600,"S006"
"S006",25,23865175,"25-28",26.5,18310700,"S006"
"S006",26,23865175,"25-28",26.5,21113700,"S006"
"S006",27,23865175,"25-28",26.5,23892600,"S006"
"S006",28,23865175,"25-28",26.5,32143700,"S006"
"S006",29,35119325,"29-32",30.5,35499500,"S006"
"S006",30,35119325,"29-32",30.5,33554300,"S006"
"S006",31,35119325,"29-32",30.5,34312200,"S006"
"S006",32,35119325,"29-32",30.5,37111300,"S006"
"S006",33,32473970.5336427,"33-36",34.5,34657500,"S006"
"S006",34,32473970.5336427,"33-36",34.5,31854000,"S006"
"S006",35,32473970.5336427,"33-36",34.5,31646600,"S006"
"S006",36,32473970.5336427,"33-36",34.5,31758000,"S006"
"S006",37,24742150,"37-40",38.5,29752300,"S006"
"S006",38,24742150,"37-40",38.5,24901600,"S006"
"S006",39,24742150,"37-40",38.5,20490300,"S006"
"S006",40,24742150,"37-40",38.5,23824400,"S006"
"S006",41,22619700,"41-44",42.5,21817300,"S006"
"S006",42,22619700,"41-44",42.5,20536100,"S006"
"S006",43,22619700,"41-44",42.5,24883000,"S006"
"S006",44,22619700,"41-44",42.5,23242400,"S006"
"S007",1,112139.366347305,"0-4",2,8833.56,"S007"
"S007",3,112139.366347305,"0-4",2,99247.1,"S007"
"S007",4,112139.366347305,"0-4",2,179086,"S007"
"S007",5,366843.382051282,"5-8",6.5,247005,"S007"
"S007",6,366843.382051282,"5-8",6.5,308339,"S007"
"S007",7,366843.382051282,"5-8",6.5,410033,"S007"
"S007",8,366843.382051282,"5-8",6.5,477088,"S007"
"S007",9,610516.953596288,"9-12",10.5,433849,"S007"
"S007",10,610516.953596288,"9-12",10.5,339369,"S007"
"S007",11,610516.953596288,"9-12",10.5,593494,"S007"
"S007",12,610516.953596288,"9-12",10.5,1073720,"S007"
"S007",13,1857460.29411765,"13-16",14.5,1310410,"S007"
"S007",14,1857460.29411765,"13-16",14.5,1762260,"S007"
"S007",15,1857460.29411765,"13-16",14.5,2083480,"S007"
"S007",16,1857460.29411765,"13-16",14.5,2313820,"S007"
"S007",17,4234576.25,"17-20",18.5,3506700,"S007"
"S007",18,4234576.25,"17-20",18.5,3991440,"S007"
"S007",19,4234576.25,"17-20",18.5,4700220,"S007"
"S007",20,4234576.25,"17-20",18.5,4684640,"S007"
"S007",20,4234576.25,"17-20",18.5,4795250,"S007"
"S007",21,8274395,"21-24",22.5,5716050,"S007"
"S007",22,8274395,"21-24",22.5,7497540,"S007"
"S007",23,8274395,"21-24",22.5,9473390,"S007"
"S007",24,8274395,"21-24",22.5,10410600,"S007"
"S007",25,13426000,"25-28",26.5,11754300,"S007"
"S007",26,13426000,"25-28",26.5,12596600,"S007"
"S007",27,13426000,"25-28",26.5,13184800,"S007"
"S007",28,13426000,"25-28",26.5,16168300,"S007"
"S007",29,20982050,"29-32",30.5,18911700,"S007"
"S007",30,20982050,"29-32",30.5,18954500,"S007"
"S007",31,20982050,"29-32",30.5,21947300,"S007"
"S007",32,20982050,"29-32",30.5,24114700,"S007"
"S007",33,27467003.712297,"33-36",34.5,26191000,"S007"
"S007",34,27467003.712297,"33-36",34.5,27581100,"S007"
"S007",35,27467003.712297,"33-36",34.5,27160800,"S007"
"S007",36,27467003.712297,"33-36",34.5,28923300,"S007"
"S007",37,29219725,"37-40",38.5,29693600,"S007"
"S007",38,29219725,"37-40",38.5,29772700,"S007"
"S007",39,29219725,"37-40",38.5,28864600,"S007"
"S007",40,29219725,"37-40",38.5,28548000,"S007"
"S007",41,30256675,"41-44",42.5,30806700,"S007"
"S007",42,30256675,"41-44",42.5,30649000,"S007"
"S007",43,30256675,"41-44",42.5,29385600,"S007"
"S007",44,30256675,"41-44",42.5,30185400,"S007"
"S008",1,193158.489820359,"0-4",2,30707.1,"S008"
"S008",3,193158.489820359,"0-4",2,187922,"S008"
"S008",4,193158.489820359,"0-4",2,285760,"S008"
"S008",5,730936.907692308,"5-8",6.5,427180,"S008"
"S008",6,730936.907692308,"5-8",6.5,570922,"S008"
"S008",7,730936.907692308,"5-8",6.5,823040,"S008"
"S008",8,730936.907692308,"5-8",6.5,1038080,"S008"
"S008",9,2325916.56612529,"9-12",10.5,1617840,"S008"
"S008",10,2325916.56612529,"9-12",10.5,1178520,"S008"
"S008",11,2325916.56612529,"9-12",10.5,2856840,"S008"
"S008",12,2325916.56612529,"9-12",10.5,3643910,"S008"
"S008",13,4044774.11764706,"13-16",14.5,3274600,"S008"
"S008",14,4044774.11764706,"13-16",14.5,4357450,"S008"
"S008",15,4044774.11764706,"13-16",14.5,4240920,"S008"
"S008",16,4044774.11764706,"13-16",14.5,4377880,"S008"
"S008",17,7115816.25,"17-20",18.5,5472400,"S008"
"S008",18,7115816.25,"17-20",18.5,7870450,"S008"
"S008",19,7115816.25,"17-20",18.5,7712740,"S008"
"S008",20,7115816.25,"17-20",18.5,7962380,"S008"
"S008",20,7115816.25,"17-20",18.5,6852970,"S008"
"S008",21,14590975,"21-24",22.5,9378500,"S008"
"S008",22,14590975,"21-24",22.5,12695400,"S008"
"S008",23,14590975,"21-24",22.5,18938000,"S008"
"S008",24,14590975,"21-24",22.5,17352000,"S008"
"S008",25,25436475,"25-28",26.5,20365000,"S008"
"S008",26,25436475,"25-28",26.5,24363500,"S008"
"S008",27,25436475,"25-28",26.5,24206300,"S008"
"S008",28,25436475,"25-28",26.5,32811100,"S008"
"S008",29,36974800,"29-32",30.5,36676900,"S008"
"S008",30,36974800,"29-32",30.5,34844900,"S008"
"S008",31,36974800,"29-32",30.5,35611000,"S008"
"S008",32,36974800,"29-32",30.5,40766400,"S008"
"S008",33,36747860.324826,"33-36",34.5,41949000,"S008"
"S008",34,36747860.324826,"33-36",34.5,37859200,"S008"
"S008",35,36747860.324826,"33-36",34.5,34830400,"S008"
"S008",36,36747860.324826,"33-36",34.5,32401000,"S008"
"S008",37,27510925,"37-40",38.5,29615900,"S008"
"S008",38,27510925,"37-40",38.5,27344900,"S008"
"S008",39,27510925,"37-40",38.5,26736600,"S008"
"S008",40,27510925,"37-40",38.5,26346300,"S008"
"S008",41,23830450,"41-44",42.5,23945100,"S008"
"S008",42,23830450,"41-44",42.5,22594400,"S008"
"S008",43,23830450,"41-44",42.5,23961100,"S008"
"S008",44,23830450,"41-44",42.5,24821200,"S008"
"S009",1,120534.699401198,"0-4",2,32577.1,"S009"
"S009",3,120534.699401198,"0-4",2,121675,"S009"
"S009",4,120534.699401198,"0-4",2,167322,"S009"
"S009",5,375940.056410256,"5-8",6.5,223521,"S009"
"S009",6,375940.056410256,"5-8",6.5,300886,"S009"
"S009",7,375940.056410256,"5-8",6.5,388602,"S009"
"S009",8,375940.056410256,"5-8",6.5,557814,"S009"
"S009",9,1231748.88863109,"9-12",10.5,800985,"S009"
"S009",10,1231748.88863109,"9-12",10.5,748572,"S009"
"S009",11,1231748.88863109,"9-12",10.5,1385230,"S009"
"S009",12,1231748.88863109,"9-12",10.5,1988220,"S009"
"S009",13,2838237.05882353,"13-16",14.5,2196580,"S009"
"S009",14,2838237.05882353,"13-16",14.5,3318870,"S009"
"S009",15,2838237.05882353,"13-16",14.5,3279080,"S009"
"S009",16,2838237.05882353,"13-16",14.5,2583520,"S009"
"S009",17,5207683.75,"17-20",18.5,4857850,"S009"
"S009",18,5207683.75,"17-20",18.5,6201340,"S009"
"S009",19,5207683.75,"17-20",18.5,5278890,"S009"
"S009",20,5207683.75,"17-20",18.5,4483120,"S009"
"S009",20,5207683.75,"17-20",18.5,4502190,"S009"
"S009",21,9128627.5,"21-24",22.5,7316940,"S009"
"S009",22,9128627.5,"21-24",22.5,7607670,"S009"
"S009",23,9128627.5,"21-24",22.5,10763100,"S009"
"S009",24,9128627.5,"21-24",22.5,10826800,"S009"
"S009",25,16153800,"25-28",26.5,11810800,"S009"
"S009",26,16153800,"25-28",26.5,17472600,"S009"
"S009",27,16153800,"25-28",26.5,20111800,"S009"
"S009",28,16153800,"25-28",26.5,15220000,"S009"
"S009",29,25516700,"29-32",30.5,24578800,"S009"
"S009",30,25516700,"29-32",30.5,23242100,"S009"
"S009",31,25516700,"29-32",30.5,24950200,"S009"
"S009",32,25516700,"29-32",30.5,29295700,"S009"
"S009",33,32471225.7540603,"33-36",34.5,32935300,"S009"
"S009",34,32471225.7540603,"33-36",34.5,33350100,"S009"
"S009",35,32471225.7540603,"33-36",34.5,30835800,"S009"
"S009",36,32471225.7540603,"33-36",34.5,32768000,"S009"
"S009",37,32043625,"37-40",38.5,33747900,"S009"
"S009",38,32043625,"37-40",38.5,32506200,"S009"
"S009",39,32043625,"37-40",38.5,32192900,"S009"
"S009",40,32043625,"37-40",38.5,29727500,"S009"
"S009",41,28285250,"41-44",42.5,29007300,"S009"
"S009",42,28285250,"41-44",42.5,28908800,"S009"
"S009",43,28285250,"41-44",42.5,28525300,"S009"
"S009",44,28285250,"41-44",42.5,26699600,"S009"
"S010",6,14451.7914802632,"5-8",6.5,4879.45,"S010"
"S010",7,14451.7914802632,"5-8",6.5,7242.73,"S010"
"S010",8,14451.7914802632,"5-8",6.5,30297.9,"S010"
"S010",9,573275.533642691,"9-12",10.5,116637,"S010"
"S010",10,573275.533642691,"9-12",10.5,241579,"S010"
"S010",11,573275.533642691,"9-12",10.5,637418,"S010"
"S010",12,573275.533642691,"9-12",10.5,1293240,"S010"
"S010",13,1868408.82352941,"13-16",14.5,1131880,"S010"
"S010",14,1868408.82352941,"13-16",14.5,2039740,"S010"
"S010",15,1868408.82352941,"13-16",14.5,2093780,"S010"
"S010",16,1868408.82352941,"13-16",14.5,2272130,"S010"
"S010",17,5200287.5,"17-20",18.5,4144600,"S010"
"S010",18,5200287.5,"17-20",18.5,5147010,"S010"
"S010",19,5200287.5,"17-20",18.5,6788720,"S010"
"S010",20,5200287.5,"17-20",18.5,4720820,"S010"
"S010",21,12125027.5,"21-24",22.5,7311910,"S010"
"S010",22,12125027.5,"21-24",22.5,10954400,"S010"
"S010",23,12125027.5,"21-24",22.5,14856300,"S010"
"S010",24,12125027.5,"21-24",22.5,15377500,"S010"
"S010",25,17507500,"25-28",26.5,18196300,"S010"
"S010",26,17507500,"25-28",26.5,15155900,"S010"
"S010",27,17507500,"25-28",26.5,16944200,"S010"
"S010",28,17507500,"25-28",26.5,19733600,"S010"
"S010",29,20418675,"29-32",30.5,20710900,"S010"
"S010",30,20418675,"29-32",30.5,18748200,"S010"
"S010",31,20418675,"29-32",30.5,20586500,"S010"
"S010",32,20418675,"29-32",30.5,21629100,"S010"
"S010",33,23372622.737819,"33-36",34.5,22315200,"S010"
"S010",34,23372622.737819,"33-36",34.5,22671800,"S010"
"S010",35,23372622.737819,"33-36",34.5,23660300,"S010"
"S010",36,23372622.737819,"33-36",34.5,24833400,"S010"
"S010",37,26743675,"37-40",38.5,27222300,"S010"
"S010",38,26743675,"37-40",38.5,26783200,"S010"
"S010",39,26743675,"37-40",38.5,25668500,"S010"
"S010",40,26743675,"37-40",38.5,27300700,"S010"
"S010",41,29326550,"41-44",42.5,27840700,"S010"
"S010",42,29326550,"41-44",42.5,30578100,"S010"
"S010",43,29326550,"41-44",42.5,28196900,"S010"
"S010",44,29326550,"41-44",42.5,30690500,"S010"
"S011",9,20826.7473735499,"9-12",10.5,6808.51,"S011"
"S011",10,20826.7473735499,"9-12",10.5,26.781,"S011"
"S011",11,20826.7473735499,"9-12",10.5,22806.1,"S011"
"S011",12,20826.7473735499,"9-12",10.5,53535.8,"S011"
"S011",13,87057.7411764706,"13-16",14.5,22034.2,"S011"
"S011",14,87057.7411764706,"13-16",14.5,76948.8,"S011"
"S011",15,87057.7411764706,"13-16",14.5,126209,"S011"
"S011",16,87057.7411764706,"13-16",14.5,126273,"S011"
"S011",17,1122712.5,"17-20",18.5,529824,"S011"
"S011",18,1122712.5,"17-20",18.5,877586,"S011"
"S011",19,1122712.5,"17-20",18.5,1156260,"S011"
"S011",20,1122712.5,"17-20",18.5,1927180,"S011"
"S011",21,4869302.5,"21-24",22.5,2131810,"S011"
"S011",22,4869302.5,"21-24",22.5,6689440,"S011"
"S011",23,4869302.5,"21-24",22.5,5094280,"S011"
"S011",24,4869302.5,"21-24",22.5,5561680,"S011"
"S011",25,7672572.5,"25-28",26.5,6780210,"S011"
"S011",26,7672572.5,"25-28",26.5,6167940,"S011"
"S011",27,7672572.5,"25-28",26.5,7516140,"S011"
"S011",28,7672572.5,"25-28",26.5,10226000,"S011"
"S011",29,15183775,"29-32",30.5,13533900,"S011"
"S011",30,15183775,"29-32",30.5,14428900,"S011"
"S011",31,15183775,"29-32",30.5,15091800,"S011"
"S011",32,15183775,"29-32",30.5,17680500,"S011"
"S011",33,23472468.2134571,"33-36",34.5,23605000,"S011"
"S011",34,23472468.2134571,"33-36",34.5,23687500,"S011"
"S011",35,23472468.2134571,"33-36",34.5,23560900,"S011"
"S011",36,23472468.2134571,"33-36",34.5,23037700,"S011"
